name,brand,category,basePrice,mrp,stockQty,description,imageUrlList
Voylla Silver Plated Alloy Necklace,Voylla,Necklaces & Chains,359.00,499.00,79,Voylla Silver Plated Alloy Necklace - Buy Voylla Silver Plated Alloy Necklace only for Rs. 359 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/necklace-chain/q/6/y/8907275362272-voylla-necklace-original-imaeae2ycqtfwgtz.jpeg|http://img6a.flixcart.com/image/necklace-chain/q/6/y/8907275362272-voylla-necklace-original-imaeae2ybphhbxvz.jpeg|http://img6a.flixcart.com/image/necklace-chain/q/6/y/8907275362272-voylla-necklace-original-imaeae2ygndyh6f5.jpeg
Oviyon Solid Men's Round Neck T-Shirt,SwiftBrand,Men's Clothing,599.00,999.00,27,Oviyon Solid Men's Round Neck T-Shirt - Buy Green Oviyon Solid Men's Round Neck T-Shirt For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/t-shirt/k/t/z/ovngrrnfs01-oviyon-m-original-imae96dnsggptkuu.jpeg|http://img5a.flixcart.com/image/t-shirt/k/t/z/ovngrrnfs01-oviyon-m-original-imae96dnsggptkuu.jpeg|http://img5a.flixcart.com/image/t-shirt/k/t/z/ovngrrnfs01-oviyon-m-original-imae96dnrabbecga.jpeg|http://img5a.flixcart.com/image/t-shirt/k/t/z/ovngrrnfs01-oviyon-m-original-imae96dnzcwphqpg.jpeg|http://img6a.flixcart.com/image/t-shirt/k/t/z/ovngrrnfs01-oviyon-m-original-imae96dnsh8hhzkm.jpeg|http://img6a.flixcart.com/image/t-shirt/k/t/z/ovngrrnfs01-oviyon-m-original-imae96dzqcqybnqk.jpeg
"Hargunz Polyester Brown, White Motif Eyelet Long Door Curtain",Hargunz,Curtains & Accessories,656.00,1099.00,35,"Hargunz Polyester Brown, White Motif Eyelet Long Door Curtain (275 cm in Height, Pack of 2)                          Price: Rs. 656 				 			Stiching Eyelet style with metal ring. Anti wrinkle,Anti-shrinkage, Color fastness, 100% Polyester, Quality fabric,Sober as well as lively colors,Varied patterns,Elegant Design Size:4 ft x 9 ft Stiching Eyelet style with metal ring. Anti wrinkle,Anti-shrinkage, Color fastness, 100% Polyester, Quality fabric,Sober as well as lively colors,Varied patterns,Elegant Design Size:4 ft x 9 ft",http://img5a.flixcart.com/image/curtain/k/f/d/srvc461-5-153-hargunz-curtain-crush-curtains-original-imaeyvxgazx5tjbv.jpeg|http://img6a.flixcart.com/image/curtain/k/f/d/srvc461-5-153-hargunz-curtain-crush-curtains-original-imaeyvxgazx5tjbv.jpeg
Maxima 22020CMLY Analog Watch  - For Women,SwiftBrand,Wrist Watches,950.00,950.00,18,"Maxima 22020CMLY Analog Watch  - For Women - Buy Maxima 22020CMLY Analog Watch  - For Women  22020CMLY Online at Rs.950 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",http://img6a.flixcart.com/image/watch/d/e/7/22020cmly-maxima-original-imady9yrnweygqtk.jpeg|http://img5a.flixcart.com/image/watch/d/e/7/22020cmly-maxima-original-imady9yrnweygqtk.jpeg
Allure Auto CM 1817 Car Mat Tata Indica Vista,Allure Auto,Accessories & Spare parts,1599.00,4900.00,78,Buy Allure Auto CM 1817 Car Mat Tata Indica Vista for Rs.1599 online. Allure Auto CM 1817 Car Mat Tata Indica Vista at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img5a.flixcart.com/image/car-mat/w/f/t/maruti-celerio-odourless-car-floor-foot-mats-5-pcs-set-blue-1100x1100-imaecqmdvzhfruzs.jpeg|http://img5a.flixcart.com/image/car-mat/w/f/t/maruti-celerio-odourless-car-floor-foot-mats-5-pcs-set-blue-original-imaecqmdvzhfruzs.jpeg
"Anna Andre Paris Dark, Red Horizon & Majesty Combo Set",SwiftBrand,Fragrances,349.00,540.00,69,"Flipkart.com: Buy Anna Andre Paris Dark, Red Horizon & Majesty Combo Set online only for Rs. 349 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",http://img5a.flixcart.com/image/combo-gift-set/v/h/j/anna-andre-paris-1100x1100-imae3wxhtgkdrxzj.jpeg|http://img6a.flixcart.com/image/combo-gift-set/v/h/j/anna-andre-paris-original-imae3wxhtgkdrxzj.jpeg
DeStudio Small Wall Sticker,DeStudio,Wall Decor & Clocks,499.00,998.00,56,"DeStudio Small Wall Sticker (Pack of 1)                          Price: Rs. 499 				 			Add a pinch of interest to every corner of your house with Multi Color Wall Sticker and Wall Decal by DeStudio that best suit your need. Hurry...Hurry...Hurry...NOW ALL OF YOU CAN DESIGN YOUR OWN DECALS AT VERY AFFORDABLE RATE @ Rs 99 PER Sq ft...ANY DESIGN, IN ANY SIZE WITH CHOICE OF COLORS...SO DON'T WAIT HERE, START DESIGNING YOUR WALLS... Add a pinch of interest to every corner of your house with Multi Color Wall Sticker and Wall Decal by DeStudio that best suit your need. Hurry...Hurry...Hurry...NOW ALL OF YOU CAN DESIGN YOUR OWN DECALS AT VERY AFFORDABLE RATE @ Rs 99 PER Sq ft...ANY DESIGN, IN ANY SIZE WITH CHOICE OF COLORS...SO DON'T WAIT HERE, START DESIGNING YOUR WALLS...",http://img6a.flixcart.com/image/sticker/f/c/p/ds-4007-l-blu-destudio-101-a-bird-dosn-t-sing-large-1100x1100-imaee4zvuukchqfe.jpeg|http://img6a.flixcart.com/image/sticker/f/c/p/ds-4007-l-blu-destudio-101-a-bird-dosn-t-sing-large-original-imaee4zvuukchqfe.jpeg
Inatur Herbals Hand & Nail Cream,SwiftBrand,Body and Skin Care,180.00,180.00,23,"Flipkart.com: Buy Inatur Herbals Hand & Nail Cream for Rs. 180 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",http://img6a.flixcart.com/image/manicure-kit/e/q/t/inatur-herbals-100-hand-nail-cream-original-imae24ds2rv4jqsq.jpeg|http://img5a.flixcart.com/image/manicure-kit/e/q/t/inatur-herbals-100-hand-nail-cream-original-imae24ds2rv4jqsq.jpeg
Lavennder Floral Print Women's Basic Shorts,Lavennder,Women's Clothing,599.00,1199.00,54,Specifications of Lavennder Floral Print Women's Basic Shorts Shorts Details Fabric cotton Type Basic Shorts General Details Pattern Floral Print Ideal For Women's Additional Details Style Code LW-5162 In the Box 1SHORTS,http://img5a.flixcart.com/image/short/b/h/z/lw-5162-lavennder-m-original-imae9a77q6cmh9hh.jpeg|http://img6a.flixcart.com/image/short/b/h/z/lw-5162-lavennder-s-original-imae9a777fqngppj.jpeg|http://img6a.flixcart.com/image/short/b/h/z/lw-5162-lavennder-xl-original-imae9a77mffzcn53.jpeg
House Of Tantrums Women's Solid Casual Shirt,Regular,Women's Clothing,419.00,599.00,70,"House Of Tantrums Women's Solid Casual Shirt - Buy Beige, Blue House Of Tantrums Women's Solid Casual Shirt For Only Rs. 599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com",http://img5a.flixcart.com/image/shirt/y/f/7/bb1-house-of-tantrums-xl-original-imae353h9bz5yhdk.jpeg|http://img6a.flixcart.com/image/shirt/y/f/7/bb1-house-of-tantrums-xl-original-imae353h9bz5yhdk.jpeg|http://img5a.flixcart.com/image/shirt/y/f/7/bb1-house-of-tantrums-l-original-imae353hgggqxngk.jpeg|http://img6a.flixcart.com/image/shirt/y/f/7/bb1-house-of-tantrums-xl-original-imae353hwrwhkyyz.jpeg|http://img6a.flixcart.com/image/shirt/y/f/7/bb1-house-of-tantrums-l-original-imae353hvggynnyg.jpeg
Lamy Safari Ball Pen,Lamy,Pens,1490.00,1490.00,64,"Key Features of Lamy Safari Ball Pen Body Material-Metal:Pen Mechanism-Retractable-Push button,Lamy Safari Ball Pen (Black) Price: Rs. 1,490 Look chic this Season.Timeless design, perfect ergonomics, these are just some of the reasons that the LAMY Safari is one of the most popular writing instruments for young people. Lamy introduces a new color in Safari –“Lamy Safari Dark Lilac”. Distinctive recessed grip guarantees writing comfort. Made of Sturdy ABS plastic, spring-loaded Black Lacquered Metal Clip. The LAMY Safari is available as a fountain pen, ballpoint pen, and rollerball pen. Package includes : One LAMY Safari Dark Lilac Ballpoint Pen & a warranty card in a unique Lamy gift box.,Specifications of Lamy Safari Ball Pen (Black) General Body Material Plastic Collection Safari Mechanism Push Button Type Ball Pen Brand Name Lamy Model No 273 Body Color Purple In the Box Sales Package Pen",http://img6a.flixcart.com/image/pen/z/h/y/lamy-273-original-imaegjfx4cuccxgm.jpeg|http://img6a.flixcart.com/image/pen/z/h/y/lamy-273-original-imaegjfxg8ufx59v.jpeg|http://img6a.flixcart.com/image/pen/z/h/y/lamy-273-original-imaegjfxsrg2yzhn.jpeg
Wallmantra Cute Kittens Framed Print Canvas Painting,Wallmantra,Wall Decor & Clocks,1749.00,2299.00,34,"Wallmantra Cute Kittens Framed Print Canvas Painting (16 inch x 21 inch)                          Price: Rs. 1,749 				 			Drip Your Interiors With Adorability With This Framed Print Of A Cute Kittens. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra. Drip Your Interiors With Adorability With This Framed Print Of A Cute Kittens. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.",http://img6a.flixcart.com/image/painting/g/u/f/wmfp045-l-wallmantra-original-imae8jrkxaux3yzu.jpeg|http://img5a.flixcart.com/image/painting/g/u/f/wmfp045-l-wallmantra-original-imae8jrkxaux3yzu.jpeg|http://img5a.flixcart.com/image/painting/f/t/t/wmfp123-s-wallmantra-original-imae8czvzk56fhuv.jpeg
Klick Women's Leggings,SwiftBrand,Women's Clothing,399.00,999.00,73,Klick Women's Leggings - Buy Black Klick Women's Leggings For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/legging-jegging/x/t/y/1-1-legging-woln-blk-shaditya-fashions-m-original-imadznavpdbznuff.jpeg|http://img5a.flixcart.com/image/legging-jegging/x/t/y/1-1-legging-woln-blk-shaditya-fashions-m-original-imadznavpdbznuff.jpeg|http://img5a.flixcart.com/image/legging-jegging/x/t/y/1-1-legging-woln-blk-shaditya-fashions-m-original-imadznavf2axzxg9.jpeg|http://img6a.flixcart.com/image/legging-jegging/x/t/y/1-1-legging-woln-blk-shaditya-fashions-m-original-imadznavxssvfjyz.jpeg|http://img6a.flixcart.com/image/legging-jegging/x/t/y/1-1-legging-woln-blk-shaditya-fashions-m-original-imadznavrqqhhkmz.jpeg
My Addiction Women's A-line Dress,SwiftBrand,Women's Clothing,779.00,1299.00,70,My Addiction Women's A-line Dress - Buy Multicolor My Addiction Women's A-line Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/dress/h/y/g/mwwd864-my-addiction-xl-original-imae22e2z5ujy2zh.jpeg|http://img5a.flixcart.com/image/dress/h/y/g/mwwd864-my-addiction-xl-original-imae22e2z5ujy2zh.jpeg|http://img6a.flixcart.com/image/dress/h/y/g/mwwd864-my-addiction-xl-original-imae22e2yudhzqyd.jpeg|http://img5a.flixcart.com/image/dress/h/y/g/mwwd864-my-addiction-xl-original-imae22e32yscvqhd.jpeg
Blessed Ring Plant Container Set,Blessed,Tools,849.00,1350.00,79,Buy Blessed Ring Plant Container Set for Rs.849 online. Blessed Ring Plant Container Set at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/plant-container-set/f/x/h/rvpp-2018-blessed-original-imadzw6nzspgwwhj.jpeg|http://img5a.flixcart.com/image/plant-container-set/f/x/h/rvpp-2018-blessed-original-imadzw6nzspgwwhj.jpeg|http://img6a.flixcart.com/image/plant-container-set/f/x/h/rvpp-2018-blessed-original-imadzrweddxhtrhh.jpeg
Gwyn lingerie Floral Print Women's Gathered Skirt,Gwyn lingerie,Women's Clothing,599.00,1200.00,19,"Key Features of Gwyn lingerie Floral Print Women's Gathered Skirt LPink Georgette,Gwyn lingerie Floral Print Women's Gathered Skirt Price: Rs. 599 Imported Digital Printed Georgette with inside Linen Long skirt, Red rose on white with red linen fabric make contrast, good for partywear and formal, Waist size 30""""-38"""",Specifications of Gwyn lingerie Floral Print Women's Gathered Skirt Skirt Details Number of Contents in Sales Package Pack of 1 Fabric Georgette Type Gathered Waistband Elastic Waistband Dimensions Length Full Length General Details Pattern Floral Print Occasion Casual, Party, Festive, Lounge Wear Ideal For Women's In the Box 1 Skirt",http://img6a.flixcart.com/image/skirt/f/s/5/white-contrast-red-rose-floral-gwyn-lingerie-30-original-imaeg62tngtmwtcg.jpeg|http://img6a.flixcart.com/image/skirt/f/s/5/white-contrast-red-rose-floral-gwyn-lingerie-30-original-imaeg62u8qjxgjjh.jpeg|http://img5a.flixcart.com/image/skirt/f/s/5/white-contrast-red-rose-floral-gwyn-lingerie-30-original-imaeg62w2fzezm8w.jpeg|http://img6a.flixcart.com/image/skirt/f/s/5/white-contrast-red-rose-floral-gwyn-lingerie-30-original-imaeg62xtsvf4fuc.jpeg|http://img6a.flixcart.com/image/skirt/f/s/5/white-contrast-red-rose-floral-gwyn-lingerie-30-original-imaeg62yszkhx8kv.jpeg
Ollington St. Collection Baby Reusable Diaper With One Insert,Ollington St. Collection,Diapering & Potty Training,599.00,599.00,53,"Ollington St. Collection Baby Reusable Diaper With One Insert                          Price: Rs. 599 				 			Form fitting and reusable Ollington St. diaper and inserts set for your baby.  Features: -Reusable diapers -Snap closure adjusts to fit all sizes -Trim, snug and comfortable -Keeps your little one stain and irritation free -A front panel to insert disposable pad -Includes 1 reusable insert -Material: Polyester and PU -One size diaper -Available Colours: Green,Pink,Red,Turquoise Blue,Blue,Dark Blue -Sizes: Diaper-23 x 19 cms (Approx.), Insert- 34 x 13 cms (Approx.)  Wash Instructions: -Wash before first use -Wash upto 60 degree Celsius -Avoid fabric softener or bleach -Tumble dry or line dry -Age group: 0 to 36 months Form fitting and reusable Ollington St. diaper and inserts set for your baby.  Features: -Reusable diapers -Snap closure adjusts to fit all sizes -Trim, snug and comfortable -Keeps your little one stain and irritation free -A front panel to insert disposable pad -Includes 1 reusable insert -Material: Polyester and PU -One size diaper -Available Colours: Green,Pink,Red,Turquoise Blue,Blue,Dark Blue -Sizes: Diaper-23 x 19 cms (Approx.), Insert- 34 x 13 cms (Approx.)  Wash Instructions: -Wash before first use -Wash upto 60 degree Celsius -Avoid fabric softener or bleach -Tumble dry or line dry -Age group: 0 to 36 months",http://img6a.flixcart.com/image/nappy/d/d/g/mi-722-1-ollington-st-collection-baby-reusable-diaper-with-one-original-imaeamwkzpbcb77p.jpeg|http://img5a.flixcart.com/image/nappy/d/d/g/mi-722-1-ollington-st-collection-baby-reusable-diaper-with-one-original-imaeamwkzpbcb77p.jpeg|http://img6a.flixcart.com/image/nappy/d/d/g/mi-722-1-ollington-st-collection-baby-reusable-diaper-with-one-original-imaeamwk78tynzry.jpeg|http://img6a.flixcart.com/image/nappy/d/d/g/mi-722-1-ollington-st-collection-baby-reusable-diaper-with-one-original-imaeamwkzay4hfhf.jpeg
Bombay Dyeing Cotton Hand Towel,Bombay Dyeing,Bath Linen,619.00,619.00,53,"Bombay Dyeing Cotton Hand Towel (Bath Towel, Flamescarlet)                          Price: Rs. 619 				 			Get Ready To Enwrap Yourself In This Flame Scarlet Coloured Bath Towel From Bombay Dyeing After A Relaxing Bath. Featuring An Attractive Design, This Bath Towel Will Be A Classy Addition To Your Bath Linen Collection. Made From 100% Cotton, This Towel Is Soft Against The Skin And Highly Absorbent. Any Item Shown In The Image, Apart From The Product/Package Content Is For Display Purpose Only. Get Ready To Enwrap Yourself In This Flame Scarlet Coloured Bath Towel From Bombay Dyeing After A Relaxing Bath. Featuring An Attractive Design, This Bath Towel Will Be A Classy Addition To Your Bath Linen Collection. Made From 100% Cotton, This Towel Is Soft Against The Skin And Highly Absorbent. Any Item Shown In The Image, Apart From The Product/Package Content Is For Display Purpose Only.",http://img6a.flixcart.com/image/bath-towel/h/w/m/bd-tulip-flamescarlet-bombay-dyeing-bombay-dyeing-tulip-combed-1100x1100-imaebz4q366yqzzg.jpeg|http://img6a.flixcart.com/image/bath-towel/h/w/m/bd-tulip-flamescarlet-bombay-dyeing-bombay-dyeing-tulip-combed-original-imaebz4q366yqzzg.jpeg
Allure Auto CM 1263 Car Mat Toyota Camry,Allure Auto,Accessories & Spare parts,1599.00,4900.00,20,Buy Allure Auto CM 1263 Car Mat Toyota Camry for Rs.1599 online. Allure Auto CM 1263 Car Mat Toyota Camry at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img5a.flixcart.com/image/car-mat/z/z/9/skoda-rapid-anti-slip-noodle-car-floor-mats-set-of-5-grey-allure-1100x1100-imaecjxhbzaqrmge.jpeg|http://img6a.flixcart.com/image/car-mat/z/z/9/skoda-rapid-anti-slip-noodle-car-floor-mats-set-of-5-grey-allure-original-imaecjxhbzaqrmge.jpeg
Kuhuk Plastic Bangle Set,Kuhuk,"Bangles, Bracelets & Armlets",495.00,2000.00,22,Kuhuk Plastic Bangle Set (Pack of 17)                          Price: Rs. 495 				 			Hand Made Jewellery Hand Made Jewellery,http://img5a.flixcart.com/image/bangle-bracelet-armlet/g/k/w/tbc1221-2-6-kuhuk-17-1100x1100-imaee96bd87pc6vn.jpeg|http://img5a.flixcart.com/image/bangle-bracelet-armlet/g/k/w/tbc1221-2-6-kuhuk-17-original-imaee96bd87pc6vn.jpeg
Younky Fashion Women's Full Coverage Bra,Brown,Women's Clothing,149.00,999.00,37,Younky Fashion Women's Full Coverage Bra - Buy Brown Younky Fashion Women's Full Coverage Bra For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/bra/h/e/a/brgi0093-younky-34-original-imae5yvm2qgyz3ar.jpeg|http://img6a.flixcart.com/image/bra/h/e/a/brgi0093-younky-34-original-imae5yvm2qgyz3ar.jpeg|http://img6a.flixcart.com/image/bra/h/e/a/brgi0093-younky-34-original-imae5yvmjkffndhf.jpeg|http://img6a.flixcart.com/image/bra/h/e/a/brgi0093-younky-34-original-imae5yvmatjzzqgc.jpeg
